ID,Label
196539,5.602716469
196540,5.602716469
196541,5.602716469
196542,5.602716469
196543,5.602716469
196544,5.602716469
196545,5.602716469
196546,5.602716469
196547,5.602716469
196548,5.602716469
196549,5.602716469
196550,5.602716469
196551,5.602716469
196552,5.602716469
196553,5.602716469
196554,5.602716469
196555,5.602716469
196556,5.602716469
196557,5.602716469
196558,5.602716469
196559,5.602716469
196560,5.602716469
196561,5.602716469
196562,5.602716469
196563,5.602716469
196564,5.602716469
196565,5.602716469
196566,5.602716469
196567,5.602716469
196568,5.602716469
196569,5.602716469
196570,5.602716469
196571,5.602716469
196572,5.602716469
196573,5.602716469
196574,5.602716469
196575,5.602716469
196576,5.602716469
196577,5.602716469
196578,5.602716469
196579,5.602716469
196580,5.602716469
196581,5.602716469
196582,5.602716469
196583,5.602716469
196584,5.602716469
196585,5.602716469
196586,5.602716469
196587,5.602716469
196588,5.602716469
196589,5.602716469
196590,5.602716469
196591,5.602716469
196592,5.602716469
196593,5.602716469
196594,5.602716469
196595,5.602716469
196596,5.602716469
196597,5.602716469
196598,5.602716469
196599,5.602716469
196600,5.602716469
196601,5.602716469
196602,5.602716469
196603,5.602716469
196604,5.602716469
196605,5.602716469
196606,5.602716469
196607,5.602716469
196608,5.602716469
196609,5.602716469
196610,5.602716469
196611,5.602716469
196612,5.602716469
196613,5.602716469
196614,5.602716469
196615,5.602716469
196616,5.602716469
196617,5.602716469
196618,5.602716469
196619,5.602716469
196620,5.602716469
196621,5.602716469
196622,5.602716469
196623,5.602716469
196624,5.602716469
196625,5.602716469
196626,5.602716469
196627,5.602716469
196628,5.602716469
196629,5.602716469
196630,5.602716469
196631,5.602716469
196632,5.602716469
196633,5.602716469
196634,5.602716469
196635,5.602716469
196636,5.602716469
196637,5.602716469
196638,5.602716469
196639,5.602716469
196640,5.602716469
196641,5.602716469
196642,5.602716469
196643,5.602716469
196644,5.602716469
196645,5.602716469
196646,5.602716469
196647,5.602716469
196648,5.602716469
196649,5.602716469
196650,5.602716469
196651,5.602716469
196652,5.602716469
196653,5.602716469
196654,5.602716469
196655,5.602716469
196656,5.602716469
196657,5.602716469
196658,5.602716469
196659,5.602716469
196660,5.602716469
196661,5.602716469
196662,5.602716469
196663,5.602716469
196664,5.602716469
196665,5.602716469
196666,5.602716469
196667,5.602716469
196668,5.602716469
196669,5.602716469
196670,5.602716469
196671,5.602716469
196672,5.602716469
196673,5.602716469
196674,5.602716469
196675,5.602716469
196676,5.602716469
196677,5.602716469
196678,5.602716469
196679,5.602716469
196680,5.602716469
196681,5.602716469
196682,5.602716469
196683,5.602716469
196684,5.602716469
196685,5.602716469
196686,5.602716469
196687,5.602716469
196688,5.602716469
196689,5.602716469
196690,5.602716469
196691,5.602716469
196692,5.602716469
196693,5.602716469
196694,5.602716469
196695,5.602716469
196696,5.602716469
196697,5.602716469
196698,5.602716469
196699,5.602716469
196700,5.602716469
196701,5.602716469
196702,5.602716469
196703,5.602716469
196704,5.602716469
196705,5.602716469
196706,5.602716469
196707,5.602716469
196708,5.602716469
196709,5.602716469
196710,5.602716469
196711,5.602716469
196712,5.602716469
196713,5.602716469
196714,5.602716469
196715,5.602716469
196716,5.602716469
196717,5.602716469
196718,5.602716469
196719,5.602716469
196720,5.602716469
196721,5.602716469
196722,5.602716469
196723,5.602716469
196724,5.602716469
196725,5.602716469
196726,5.602716469
196727,5.602716469
196728,5.602716469
196729,5.602716469
196730,5.602716469
196731,5.602716469
196732,5.602716469
196733,5.602716469
196734,5.602716469
196735,5.602716469
196736,5.602716469
196737,5.602716469
196738,5.602716469
196739,5.602716469
196740,5.602716469
196741,5.602716469
196742,5.602716469
196743,5.602716469
196744,5.602716469
196745,5.602716469
196746,5.602716469
196747,5.602716469
196748,5.602716469
196749,5.602716469
196750,5.602716469
196751,5.602716469
196752,5.602716469
196753,5.602716469
196754,5.602716469
196755,5.602716469
196756,5.602716469
196757,5.602716469
196758,5.602716469
196759,5.602716469
196760,5.602716469
196761,5.602716469
196762,5.602716469
196763,5.602716469
196764,5.602716469
196765,5.602716469
196766,5.602716469
196767,5.602716469
196768,5.602716469
196769,5.602716469
196770,5.602716469
196771,5.602716469
196772,5.602716469
196773,5.602716469
196774,5.602716469
196775,5.602716469
196776,5.602716469
196777,5.602716469
196778,5.602716469
196779,5.602716469
196780,5.602716469
196781,5.602716469
196782,5.602716469
196783,5.602716469
196784,5.602716469
196785,5.602716469
196786,5.602716469
196787,5.602716469
196788,5.602716469
196789,5.602716469
196790,5.602716469
196791,5.602716469
196792,5.602716469
196793,5.602716469
196794,5.602716469
196795,5.602716469
196796,5.602716469
196797,5.602716469
196798,5.602716469
196799,5.602716469
196800,5.602716469
196801,5.602716469
196802,5.602716469
196803,5.602716469
196804,5.602716469
196805,5.602716469
196806,5.602716469
196807,5.602716469
196808,5.602716469
196809,5.602716469
196810,5.602716469
196811,5.602716469
196812,5.602716469
196813,5.602716469
196814,5.602716469
196815,5.602716469
196816,5.602716469
196817,5.602716469
196818,5.602716469
196819,5.602716469
196820,5.602716469
196821,5.602716469
196822,5.602716469
196823,5.602716469
196824,5.602716469
196825,5.602716469
196826,5.602716469
196827,5.602716469
196828,5.602716469
196829,5.602716469
196830,5.602716469
196831,5.602716469
196832,5.602716469
196833,5.602716469
196834,5.602716469
196835,5.602716469
196836,5.602716469
196837,5.602716469
196838,5.602716469
196839,5.602716469
196840,5.602716469
196841,5.602716469
196842,5.602716469
196843,5.602716469
196844,5.602716469
196845,5.602716469
196846,5.602716469
196847,5.602716469
196848,5.602716469
196849,5.602716469
196850,5.602716469
196851,5.602716469
196852,5.602716469
196853,5.602716469
196854,5.602716469
196855,5.602716469
196856,5.602716469
196857,5.602716469
196858,5.602716469
196859,5.602716469
196860,5.602716469
196861,5.602716469
196862,5.602716469
196863,5.602716469
196864,5.602716469
196865,5.602716469
196866,5.602716469
196867,5.602716469
196868,5.602716469
196869,5.602716469
196870,5.602716469
196871,5.602716469
196872,5.602716469
196873,5.602716469
196874,5.602716469
196875,5.602716469
196876,5.602716469
196877,5.602716469
196878,5.602716469
196879,5.602716469
196880,5.602716469
196881,5.602716469
196882,5.602716469
196883,5.602716469
196884,5.602716469
196885,5.602716469
196886,5.602716469
196887,5.602716469
196888,5.602716469
196889,5.602716469
196890,5.602716469
196891,5.602716469
196892,5.602716469
196893,5.602716469
196894,5.602716469
196895,5.602716469
196896,5.602716469
196897,5.602716469
196898,5.602716469
196899,5.602716469
196900,5.602716469
196901,5.602716469
196902,5.602716469
196903,5.602716469
196904,5.602716469
196905,5.602716469
196906,5.602716469
196907,5.602716469
196908,5.602716469
196909,5.602716469
196910,5.602716469
196911,5.602716469
196912,5.602716469
196913,5.602716469
196914,5.602716469
196915,5.602716469
196916,5.602716469
196917,5.602716469
196918,5.602716469
196919,5.602716469
196920,5.602716469
196921,5.602716469
196922,5.602716469
196923,5.602716469
196924,5.602716469
196925,5.602716469
196926,5.602716469
196927,5.602716469
196928,5.602716469
196929,5.602716469
196930,5.602716469
196931,5.602716469
196932,5.602716469
196933,5.602716469
196934,5.602716469
196935,5.602716469
196936,5.602716469
196937,5.602716469
196938,5.602716469
196939,5.602716469
196940,5.602716469
196941,5.602716469
196942,5.602716469
196943,5.602716469
196944,5.602716469
196945,5.602716469
196946,5.602716469
196947,5.602716469
196948,5.602716469
196949,5.602716469
196950,5.602716469
196951,5.602716469
196952,5.602716469
196953,5.602716469
196954,5.602716469
196955,5.602716469
196956,5.602716469
196957,5.602716469
196958,5.602716469
196959,5.602716469
196960,5.602716469
196961,5.602716469
196962,5.602716469
196963,5.602716469
196964,5.602716469
196965,5.602716469
196966,5.602716469
196967,5.602716469
196968,5.602716469
196969,5.602716469
196970,5.602716469
196971,5.602716469
196972,5.602716469
196973,5.602716469
196974,5.602716469
196975,5.602716469
196976,5.602716469
196977,5.602716469
196978,5.602716469
196979,5.602716469
196980,5.602716469
196981,5.602716469
196982,5.602716469
196983,5.602716469
196984,5.602716469
196985,5.602716469
196986,5.602716469
196987,5.602716469
196988,5.602716469
196989,5.602716469
196990,5.602716469
196991,5.602716469
196992,5.602716469
196993,5.602716469
196994,5.602716469
196995,5.602716469
196996,5.602716469
196997,5.602716469
196998,5.602716469
196999,5.602716469
197000,5.602716469
197001,5.602716469
197002,5.602716469
197003,5.602716469
197004,5.602716469
197005,5.602716469
197006,5.602716469
197007,5.602716469
197008,5.602716469
197009,5.602716469
197010,5.602716469
197011,5.602716469
197012,5.602716469
197013,5.602716469
197014,5.602716469
197015,5.602716469
197016,5.602716469
197017,5.602716469
197018,5.602716469
197019,5.602716469
197020,5.602716469
197021,5.602716469
197022,5.602716469
197023,5.602716469
197024,5.602716469
197025,5.602716469
197026,5.602716469
197027,5.602716469
197028,5.602716469
197029,5.602716469
197030,5.602716469
197031,5.602716469
197032,5.602716469
197033,5.602716469
197034,5.602716469
197035,5.602716469
197036,5.602716469
197037,5.602716469
197038,5.602716469
197039,5.602716469
197040,5.602716469
197041,5.602716469
197042,5.602716469
197043,5.602716469
197044,5.602716469
197045,5.602716469
197046,5.602716469
197047,5.602716469
197048,5.602716469
197049,5.602716469
197050,5.602716469
197051,5.602716469
197052,5.602716469
197053,5.602716469
197054,5.602716469
197055,5.602716469
197056,5.602716469
197057,5.602716469
197058,5.602716469
197059,5.602716469
197060,5.602716469
197061,5.602716469
197062,5.602716469
197063,5.602716469
197064,5.602716469
197065,5.602716469
197066,5.602716469
197067,5.602716469
197068,5.602716469
197069,5.602716469
197070,5.602716469
197071,5.602716469
197072,5.602716469
197073,5.602716469
197074,5.602716469
197075,5.602716469
197076,5.602716469
197077,5.602716469
197078,5.602716469
197079,5.602716469
197080,5.602716469
197081,5.602716469
197082,5.602716469
197083,5.602716469
197084,5.602716469
197085,5.602716469
197086,5.602716469
197087,5.602716469
197088,5.602716469
197089,5.602716469
197090,5.602716469
197091,5.602716469
197092,5.602716469
197093,5.602716469
197094,5.602716469
197095,5.602716469
197096,5.602716469
197097,5.602716469
197098,5.602716469
197099,5.602716469
197100,5.602716469
197101,5.602716469
197102,5.602716469
197103,5.602716469
197104,5.602716469
197105,5.602716469
197106,5.602716469
197107,5.602716469
197108,5.602716469
197109,5.602716469
197110,5.602716469
197111,5.602716469
197112,5.602716469
197113,5.602716469
197114,5.602716469
197115,5.602716469
197116,5.602716469
197117,5.602716469
197118,5.602716469
197119,5.602716469
197120,5.602716469
197121,5.602716469
197122,5.602716469
197123,5.602716469
197124,5.602716469
197125,5.602716469
197126,5.602716469
197127,5.602716469
197128,5.602716469
197129,5.602716469
197130,5.602716469
197131,5.602716469
197132,5.602716469
197133,5.602716469
197134,5.602716469
197135,5.602716469
197136,5.602716469
197137,5.602716469
197138,5.602716469
197139,5.602716469
197140,5.602716469
197141,5.602716469
197142,5.602716469
197143,5.602716469
197144,5.602716469
197145,5.602716469
197146,5.602716469
197147,5.602716469
197148,5.602716469
197149,5.602716469
197150,5.602716469
197151,5.602716469
197152,5.602716469
197153,5.602716469
197154,5.602716469
197155,5.602716469
197156,5.602716469
197157,5.602716469
197158,5.602716469
197159,5.602716469
197160,5.602716469
197161,5.602716469
197162,5.602716469
197163,5.602716469
197164,5.602716469
197165,5.602716469
197166,5.602716469
197167,5.602716469
197168,5.602716469
197169,5.602716469
197170,5.602716469
197171,5.602716469
197172,5.602716469
197173,5.602716469
197174,5.602716469
197175,5.602716469
197176,5.602716469
197177,5.602716469
197178,5.602716469
197179,5.602716469
197180,5.602716469
197181,5.602716469
197182,5.602716469
197183,5.602716469
197184,5.602716469
197185,5.602716469
197186,5.602716469
197187,5.602716469
197188,5.602716469
197189,5.602716469
197190,5.602716469
