id,pressure
0,0.4335000216960907
1,0.4335000216960907
2,0.4335000216960907
3,0.4335000216960907
4,0.4335000216960907
5,0.4335000216960907
6,0.4335000216960907
7,0.4335000216960907
8,0.4335000216960907
9,0.4335000216960907
10,0.4335000216960907
11,0.4335000216960907
12,0.4335000216960907
13,0.4335000216960907
14,0.4335000216960907
15,0.4335000216960907
16,0.4335000216960907
17,0.4335000216960907
18,0.4335000216960907
19,0.4335000216960907
20,0.4335000216960907
21,0.4335000216960907
22,0.4335000216960907
23,0.4335000216960907
24,0.4335000216960907
25,0.4335000216960907
26,0.4335000216960907
27,0.4335000216960907
28,0.4335000216960907
29,0.4335000216960907
30,0.4335000216960907
31,0.4335000216960907
32,0.4335000216960907
33,0.4335000216960907
34,0.4335000216960907
35,0.4335000216960907
36,0.4335000216960907
37,0.4335000216960907
38,0.4335000216960907
39,0.4335000216960907
40,0.4335000216960907
41,0.4335000216960907
42,0.4335000216960907
43,0.4335000216960907
44,0.4335000216960907
45,0.4335000216960907
46,0.4335000216960907
47,0.4335000216960907
48,0.4335000216960907
49,0.4335000216960907
50,0.4335000216960907
51,0.4335000216960907
52,0.4335000216960907
53,0.4335000216960907
54,0.4335000216960907
55,0.4335000216960907
56,0.4335000216960907
57,0.4335000216960907
58,0.4335000216960907
59,0.4335000216960907
60,0.4335000216960907
61,0.4335000216960907
62,0.4335000216960907
63,0.4335000216960907
64,0.4335000216960907
65,0.4335000216960907
66,0.4335000216960907
67,0.4335000216960907
68,0.4335000216960907
69,0.4335000216960907
70,0.4335000216960907
71,0.4335000216960907
72,0.4335000216960907
73,0.4335000216960907
74,0.4335000216960907
75,0.4335000216960907
76,0.4335000216960907
77,0.4335000216960907
78,0.4335000216960907
79,0.4335000216960907
80,0.4335000216960907
81,0.4335000216960907
82,0.4335000216960907
83,0.4335000216960907
84,0.4335000216960907
85,0.4335000216960907
86,0.4335000216960907
87,0.4335000216960907
88,0.4335000216960907
89,0.4335000216960907
90,0.4335000216960907
91,0.4335000216960907
92,0.4335000216960907
93,0.4335000216960907
94,0.4335000216960907
95,0.4335000216960907
96,0.4335000216960907
97,0.4335000216960907
98,0.4335000216960907
99,0.4335000216960907
100,0.4335000216960907
101,0.4335000216960907
102,0.4335000216960907
103,0.4335000216960907
104,0.4335000216960907
105,0.4335000216960907
106,0.4335000216960907
107,0.4335000216960907
108,0.4335000216960907
109,0.4335000216960907
110,0.4335000216960907
111,0.4335000216960907
112,0.4335000216960907
113,0.4335000216960907
114,0.4335000216960907
115,0.4335000216960907
116,0.4335000216960907
117,0.4335000216960907
118,0.4335000216960907
119,0.4335000216960907
120,0.4335000216960907
121,0.4335000216960907
122,0.4335000216960907
123,0.4335000216960907
124,0.4335000216960907
125,0.4335000216960907
126,0.4335000216960907
127,0.4335000216960907
128,0.4335000216960907
129,0.4335000216960907
130,0.4335000216960907
131,0.4335000216960907
132,0.4335000216960907
133,0.4335000216960907
134,0.4335000216960907
135,0.4335000216960907
136,0.4335000216960907
137,0.4335000216960907
138,0.4335000216960907
139,0.4335000216960907
140,0.4335000216960907
141,0.4335000216960907
142,0.4335000216960907
143,0.4335000216960907
144,0.4335000216960907
145,0.4335000216960907
146,0.4335000216960907
147,0.4335000216960907
148,0.4335000216960907
149,0.4335000216960907
150,0.4335000216960907
151,0.4335000216960907
152,0.4335000216960907
153,0.4335000216960907
154,0.4335000216960907
155,0.4335000216960907
156,0.4335000216960907
157,0.4335000216960907
158,0.4335000216960907
159,0.4335000216960907
160,0.4335000216960907
161,0.4335000216960907
162,0.4335000216960907
163,0.4335000216960907
164,0.4335000216960907
165,0.4335000216960907
166,0.4335000216960907
167,0.4335000216960907
168,0.4335000216960907
169,0.4335000216960907
170,0.4335000216960907
171,0.4335000216960907
172,0.4335000216960907
173,0.4335000216960907
174,0.4335000216960907
